gene	ultracluster	PV	ResponderMid	NonresponderMid	AD	TResponderMid	TNonresponderMid
RAB18	moDC	0.42	0.46	0.351	0.405	0.463	0.198
SOX4	moDC	0.42	-0.698	0.337	0.063	-0.666	-0.329
CREBZF	moDC	0.419	0.037	0.062	0.644	0.031	0.271
PDCD4	moDC	0.419	0.509	1.788	0.497	0.518	1.775
UQCRB	moDC	0.418	0.452	0.351	0.439	0.451	0.384
ST20	moDC	0.417	0.292	0.138	-0.395	0.294	-0.015
CDC42	moDC	0.416	0.614	0.416	0.282	0.613	0.447
SUGT1	moDC	0.415	0.598	-1.088	0.077	0.592	-0.879
AK8	moDC	0.414	0.214	0.441	0.52	0.216	0.387
SPG11	moDC	0.414	0.068	0.967	1.124	0.07	1.029
BIRC6	moDC	0.413	0.222	0.497	0.465	0.223	0.499
LUC7L3	moDC	0.413	0.196	0.279	0.498	0.202	0.073
RSRP1	moDC	0.413	0.152	0.431	0.256	0.15	0.533
ATP5MD	moDC	0.412	1.106	0.639	0.246	1.108	0.474
LAMTOR3	moDC	0.411	0.573	0.72	0.53	0.576	0.63
NDUFB10	moDC	0.411	0.2	0.456	0.53	0.203	0.376
SLTM	moDC	0.411	0.58	0.56	0.338	0.578	0.617
CFL1	moDC	0.41	0.383	0.1	0.333	0.383	0.091
ITM2B	moDC	0.41	0.02	0.164	0.547	0.02	0.179
RIOK3	moDC	0.41	0.139	0.263	0.496	0.134	0.472
FKBP5	moDC	0.409	0.079	-0.791	0.537	0.08	-0.997
SMARCA5	moDC	0.408	0.164	0.334	0.319	0.16	0.487
UBE2F	moDC	0.408	-0.039	-0.451	0.485	-0.04	-0.49
SEPT2	moDC	0.407	0.677	0.801	0.413	0.677	0.845
LRRFIP1	moDC	0.405	0.278	0.285	0.623	0.275	0.412
ZDHHC18	moDC	0.405	-0.167	0.697	0.544	-0.172	0.906
TAB2	moDC	0.404	0.433	0.892	0.728	0.441	0.705
ARAP2	moDC	0.403	0.142	0.706	0.91	0.144	0.714
MARCKS	moDC	0.403	0.362	0.401	0.348	0.364	0.304
MBD2	moDC	0.403	0.215	0.489	0.443	0.209	0.698
NKTR	moDC	0.402	0.125	0.63	0.74	0.119	0.839
UBA52	moDC	0.402	0.266	0.149	0.383	0.265	0.189
TUBGCP2	moDC	0.4	0.103	-0.328	0.151	0.1	-0.271
C8orf59	moDC	0.399	0.781	0.124	0.182	0.778	0.196
TRIP10	moDC	0.396	0.431	0.044	0.402	0.429	0.051
USP34	moDC	0.396	0.128	0.299	0.371	0.126	0.425
NABP1	moDC	0.395	0.059	-0.349	0.336	0.058	-0.358
GNB1	moDC	0.394	0.279	0.354	0.532	0.274	0.526
SLC15A4	moDC	0.394	0.676	-0.216	0.344	0.68	-0.744
LAP3	moDC	0.393	0.117	-0.064	0.361	0.116	-0.061
LEPROT	moDC	0.393	0.112	0.405	0.602	0.113	0.392
NDUFA12	moDC	0.393	0.635	0.329	0.213	0.636	0.216
RAP2B	moDC	0.393	0.517	-0.519	0.976	0.511	-0.31
LAMP2	moDC	0.392	-0.026	1.315	0.327	-0.031	1.524
PRKAR1A	moDC	0.392	0.013	0.652	0.494	0.015	0.665
GNA12	moDC	0.391	0.026	0.431	0.806	0.028	0.424
CHD2	moDC	0.39	0.036	0.178	0.523	0.033	0.309
NUB1	moDC	0.39	0.647	0.362	0.104	0.65	0.116
TMEM50A	moDC	0.39	0.272	0.463	0.327	0.27	0.55
CMIP	moDC	0.389	0.378	-0.565	0.522	0.38	-0.941
PLEKHO1	moDC	0.389	0.298	0.287	0.315	0.297	0.303
RAC1	moDC	0.388	-0.032	-0.494	0.279	-0.031	-0.594
YY1	moDC	0.388	0.455	0.682	0.507	0.455	0.71
TPT1	moDC	0.387	-0.377	0.345	0.178	-0.377	0.421
TRIP12	moDC	0.387	0.248	1.211	0.358	0.242	1.42
COPB1	moDC	0.386	0.622	0.774	0.304	0.618	0.935
PUM1	moDC	0.386	0.416	-0.29	0.416	0.417	-0.496
YWHAG	moDC	0.386	0.653	0.353	0.415	0.655	0.225
ACTR3	moDC	0.385	0.214	0.19	0.124	0.212	0.269
BRD4	moDC	0.384	0.356	0.362	0.539	0.356	0.36
UBE2B	moDC	0.382	0.469	0.839	0.21	0.469	0.906
SPECC1	moDC	0.381	-0.532	0.99	0.126	-0.52	0.966
PHIP	moDC	0.38	-0.022	0.207	0.568	-0.013	-0.087
CD55	moDC	0.379	0.051	0.875	0.321	0.047	1.043
KMT2C	moDC	0.379	-0.012	0.776	0.564	-0.017	0.985
PSMA3-AS1	moDC	0.378	0.371	0.861	0.644	0.369	0.982
WAC	moDC	0.378	0.227	0.694	0.477	0.228	0.745
KDM5A	moDC	0.377	0.07	0.897	0.637	0.075	0.865
RTN4	moDC	0.377	-0.127	0.402	0.501	-0.128	0.481
BZW1	moDC	0.376	0.441	-0.093	0.014	0.437	0.012
CANX	moDC	0.376	0.46	0.511	0.217	0.455	0.674
HP1BP3	moDC	0.375	0.271	0.321	0.368	0.272	0.277
PRPF4B	moDC	0.375	0.442	0.548	0.048	0.448	0.309
SFPQ	moDC	0.375	0.447	0.088	0.325	0.443	0.25
DNAJB14	moDC	0.374	0.441	0.266	0.348	0.438	0.375
ZKSCAN1	moDC	0.373	0.01	-0.395	0.669	0.009	-0.449
ITGB1	moDC	0.372	0.721	1.412	0.273	0.725	1.416
SH3KBP1	moDC	0.372	0.229	0.24	0.418	0.227	0.329
SPINT2	moDC	0.372	-0.12	-0.047	0.43	-0.123	0.095
CDC42SE1	moDC	0.371	0.86	0.533	0.339	0.864	0.249
PPP1R15B	moDC	0.371	0.01	0.639	0.468	0.013	0.629
MED13	moDC	0.37	0.548	0.725	0.399	0.545	0.849
NSD1	moDC	0.37	0.02	1.055	0.426	0.025	1.072
FBXW5	moDC	0.368	-0.089	-0.655	0.513	-0.09	-0.687
U2SURP	moDC	0.368	0.334	-0.082	0.239	0.342	-0.766
BX255923.2	moDC	0.366	0.407	-1.24	0.56	0.406	-1.616
PSMB9	moDC	0.366	-0.53	-0.457	-0.054	-0.529	-0.47
GDI2	moDC	0.365	0.169	0.253	0.277	0.165	0.422
TRAPPC10	moDC	0.365	0.193	0.646	0.179	0.197	0.607
DCP2	moDC	0.364	0.032	0.251	0.466	0.026	0.46
ASH1L	moDC	0.363	0.217	1.104	0.6	0.221	1.106
SMC3	moDC	0.363	0.12	0.279	0.371	0.117	0.401
SUMO2	moDC	0.363	0.19	0.138	0.201	0.193	0.007
THRAP3	moDC	0.363	0.187	-0.076	0.257	0.183	0.063
ARPC2	moDC	0.362	0.184	0.04	0.198	0.183	0.068
ACADVL	moDC	0.36	-0.012	0.639	0.318	-0.009	0.656
AKAP13	moDC	0.36	0.224	-0.033	0.566	0.221	0.071
GYPC	moDC	0.36	-0.356	-1.134	0.088	-0.362	-0.924
ARHGAP45	moDC	0.359	-0.073	-0.576	0.589	-0.078	-0.367
MYO9B	moDC	0.359	0.108	0.231	0.36	0.107	0.288
EIF3A	moDC	0.358	0.535	0.225	0.503	0.533	0.287
CALM3	moDC	0.356	-0.333	-0.403	0.256	-0.337	-0.258
H1FX	moDC	0.355	0.249	-0.497	0.421	0.243	-0.288
DUSP22	moDC	0.351	0.182	0.25	0.337	0.181	0.307
LGALS1	moDC	0.351	0.257	-0.428	0.049	0.257	-0.523
ROCK1	moDC	0.351	0.016	0.35	0.403	0.013	0.476
SH3BGRL	moDC	0.35	0.222	0.494	0.284	0.236	-0.014
STK17A	moDC	0.349	0.471	1.335	0.018	0.472	1.409
DDX5	moDC	0.348	0.449	0.417	0.447	0.451	0.357
HLA-B	moDC	0.348	0.038	0.291	0.118	0.039	0.286
HNRNPA3	moDC	0.348	1.005	0.591	-0.006	1.002	0.718
ATP2B1	moDC	0.347	0.47	0.426	0.749	0.467	0.532
SETD2	moDC	0.347	0.128	0.621	0.421	0.122	0.83
TCF4	moDC	0.347	0.218	0.996	0.567	0.213	1.205
ZNF207	moDC	0.346	0.505	0.302	0.435	0.503	0.359
UGCG	moDC	0.344	-0.245	0.184	0.425	-0.251	0.393
MGST1	moDC	0.343	0.322	1.113	1.116	0.327	1.095
GNAI2	moDC	0.341	0.127	0.109	0.643	0.126	0.126
MAP1LC3B	moDC	0.341	0.195	0.287	0.195	0.194	0.359
NFKB1	moDC	0.341	-0.007	0.533	0.189	-0.005	0.549
CSF2RA	moDC	0.34	0.147	0.316	0.359	0.15	0.228
ANXA7	moDC	0.338	0.115	0.23	0.307	0.118	0.134
BTG3	moDC	0.338	0.617	1.104	0.056	0.624	0.972
EMILIN2	moDC	0.338	-0.506	0.411	0.312	-0.507	0.546
HBP1	moDC	0.338	-0.025	0.584	0.517	-0.024	0.624
ZBTB10	moDC	0.338	0.056	-0.238	0.634	0.051	-0.029
RAB21	moDC	0.337	0.075	0.742	0.327	0.074	0.842
EEF1A1	moDC	0.336	0.141	-0.127	0.389	0.142	-0.188
IAH1	moDC	0.336	0.613	0.396	0.64	0.614	0.306
SAMSN1	moDC	0.336	0.15	0.484	0.112	0.147	0.599
PAPOLA	moDC	0.335	0.285	0.237	0.386	0.285	0.253
SERINC1	moDC	0.335	-0.03	0.849	0.396	-0.024	0.813
SRSF11	moDC	0.335	0.264	-0.088	0.217	0.261	0.014
BIRC2	moDC	0.334	-0.024	0.436	0.36	-0.026	0.552
PTPN1	moDC	0.334	0.078	0.324	0.193	0.079	0.356
APLP2	moDC	0.333	0.098	1.112	0.485	0.098	1.21
CYLD	moDC	0.332	0.023	1.054	0.302	0.025	1.125
GOLGA4	moDC	0.332	0.218	-0.156	0.345	0.217	-0.195
NORAD	moDC	0.332	0.11	1.083	0.756	0.104	1.292
SERBP1	moDC	0.332	0.781	0.366	0.104	0.78	0.325
HTATIP2	moDC	0.331	0.27	0.714	0.619	0.277	0.54
SPEN	moDC	0.331	0.367	0.749	0.559	0.369	0.744
GNG5	moDC	0.33	0.459	-0.185	0.148	0.457	-0.203
PCBP2	moDC	0.33	0.539	0.161	0.496	0.536	0.294
HMGN1	moDC	0.329	0.451	0.087	0.231	0.453	-0.079
SNX9	moDC	0.329	0.342	0.527	0.141	0.339	0.653
SPAG9	moDC	0.329	0.425	0.88	0.13	0.423	0.996
RHOA	moDC	0.328	0.322	0.278	0.137	0.321	0.298
ATRX	moDC	0.327	0.058	0.147	0.544	0.061	0.034
TLN1	moDC	0.327	0.355	0.769	0.154	0.352	0.904
TMSB10	moDC	0.327	0.304	-0.19	0.254	0.303	-0.237
RAPGEF1	moDC	0.326	0.224	0.517	0.556	0.224	0.544
ST8SIA4	moDC	0.326	0.038	0.484	0.178	0.034	0.644
MTPN	moDC	0.325	0.143	0.408	0.411	0.139	0.586
VPS28	moDC	0.325	0.138	0.289	0.241	0.144	0.083
MAFG	moDC	0.324	-0.054	0.396	0.216	-0.058	0.564
TNRC6B	moDC	0.323	0.287	0.251	0.687	0.29	0.138
ACTB	moDC	0.322	0.301	-0.725	0.191	0.301	-0.898
C5orf15	moDC	0.322	0.17	0.305	0.457	0.177	0.04
KHDRBS1	moDC	0.322	0.243	0.707	0.127	0.246	0.671
CSGALNACT2	moDC	0.321	0.424	1.689	0.629	0.419	1.898
TMEM123	moDC	0.321	0.015	0.766	1.006	0.019	0.762
WDR1	moDC	0.321	0.173	-0.167	0.423	0.171	-0.151
ACOT9	moDC	0.32	0.239	0.151	0.454	0.238	0.157
ANKLE2	moDC	0.32	0.106	0.335	0.452	0.104	0.418
TCF25	moDC	0.32	0.029	0.029	0.117	0.034	-0.191
RNF19B	moDC	0.319	0.129	-0.866	0.378	0.127	-0.92
TMEM131	moDC	0.319	0.252	0.15	0.487	0.251	0.182
SUB1	moDC	0.317	0.401	0.1	0.153	0.401	0.019
TRIR	moDC	0.316	0.204	0.079	0.321	0.206	-0.049
THUMPD3-AS1	moDC	0.315	0.317	0.048	0.062	0.318	-0.042
S100A6	moDC	0.314	-0.002	-0.378	0.577	-0.006	-0.241
KPNB1	moDC	0.313	0.249	0.172	0.427	0.249	0.182
TUBA1B	moDC	0.313	0.352	0.122	0.251	0.354	-0.007
IRF4	moDC	0.312	0.325	-0.308	0.313	0.319	-0.099
GOLGB1	moDC	0.311	0.248	-0.229	0.402	0.243	-0.081
SERP1	moDC	0.308	-0.071	-0.446	0.325	-0.074	-0.375
AKIRIN1	moDC	0.307	-0.034	0.615	0.219	-0.035	0.713
SEC11A	moDC	0.307	0.173	-0.126	0.421	0.173	-0.201
NACA	moDC	0.306	0.029	0.208	0.406	0.028	0.26
NUFIP2	moDC	0.306	0.29	0.463	0.177	0.298	0.158
YWHAQ	moDC	0.306	0.174	0.153	0.154	0.172	0.235
UQCRH	moDC	0.305	0.362	0.565	0.459	0.357	0.731
PAIP2	moDC	0.303	0.62	0.721	0.273	0.621	0.695
SPHK1	moDC	0.303	0.047	-0.62	-0.417	0.045	-0.563
PTPN2	moDC	0.302	-0.19	0.168	0.248	-0.193	0.318
CDC42SE2	moDC	0.3	0.315	0.223	0.398	0.31	0.375
NMRK1	moDC	0.298	0.118	-0.491	0.578	0.115	-0.408
HSP90B1	moDC	0.297	0.571	0.689	-0.539	0.569	0.76
TYMP	moDC	0.297	-0.091	0.009	0.285	-0.091	0.044
STAG2	moDC	0.296	0.426	1.233	0.173	0.43	1.256
ARPC5	moDC	0.295	-0.099	0.084	0.011	-0.099	0.088
RASSF4	moDC	0.295	-0.259	-0.816	0.571	-0.263	-0.695
PAFAH1B1	moDC	0.294	0.169	0.385	0.194	0.164	0.595
COPS9	moDC	0.292	0.815	0.443	0.297	0.819	0.137
KIF5B	moDC	0.292	0.054	0.792	0.261	0.055	0.863
DDX6	moDC	0.29	0.223	0.395	0.273	0.225	0.363
KDM2B	moDC	0.289	-0.027	-0.421	0.697	-0.03	-0.349
RAB10	moDC	0.288	0.245	0.211	0.228	0.244	0.237
CCNI	moDC	0.287	-0.298	-0.111	0.246	-0.3	-0.003
LAMP3	moDC	0.286	0.002	0.35	0.346	0.007	0.225
CHMP4A	moDC	0.285	0.218	-0.446	0.267	0.218	-0.537
PJA2	moDC	0.285	0.233	0.844	0.246	0.23	1
YWHAE	moDC	0.285	1.08	0.215	0.049	1.079	0.137
PEA15	moDC	0.284	0.312	-0.279	0.141	0.312	-0.442
SEC22B	moDC	0.283	0.759	0.762	0.249	0.756	0.864
HLA-DPB1	moDC	0.282	-0.241	-0.713	0.437	-0.241	-0.801
IDO1	moDC	0.282	0.423	-0.323	-0.252	0.421	-0.296
AGRN	moDC	0.281	0.364	-0.197	0.488	0.363	-0.277
PLEC	moDC	0.277	0.424	0.277	0.822	0.425	0.206
GADD45A	moDC	0.276	-0.648	-0.861	0.337	-0.644	-1.077
RNF115	moDC	0.275	-0.183	0.282	0.259	-0.176	0.119
SON	moDC	0.272	0.358	0.828	0.244	0.36	0.825
SLC6A6	moDC	0.271	0.16	0.407	0.601	0.16	0.431
GPBP1	moDC	0.27	-0.002	0.277	0.155	-0.003	0.336
SRRM2	moDC	0.27	0.187	0.203	0.179	0.186	0.239
JMJD1C	moDC	0.263	0.276	-0.096	0.342	0.276	-0.209
ZNRF2	moDC	0.263	0.175	0.607	0.176	0.175	0.656
BLOC1S1	moDC	0.26	0.095	0.423	0.267	0.097	0.425
ARGLU1	moDC	0.258	0.154	-0.174	0.262	0.153	-0.166
METTL9	moDC	0.257	-0.236	-0.18	0.356	-0.242	0.029
VAPA	moDC	0.257	-0.021	0.03	0.117	-0.019	-0.061
STK4	moDC	0.256	0.336	0.587	0.415	0.341	0.431
ACTR2	moDC	0.255	0.138	0.58	0.223	0.137	0.656
SLC38A2	moDC	0.255	-0.009	0.839	0.492	-0.012	1.003
N4BP2L2	moDC	0.253	0.159	0.422	0.249	0.162	0.368
OSTF1	moDC	0.25	0.129	-0.433	0.363	0.127	-0.437
PET100	moDC	0.249	1.025	0.818	0.526	1.026	0.754
RACK1	moDC	0.249	-0.09	0.04	0.515	-0.09	0.071
ANKRD12	moDC	0.246	-0.01	0.76	0.287	-0.006	0.759
IL2RA	moDC	0.245	-0.37	0.174	-0.386	-0.373	0.334
MSANTD3	moDC	0.244	0.481	0.628	0.014	0.485	0.5
ETV3	moDC	0.243	0.496	0.35	0.416	0.499	0.189
MARCH7	moDC	0.243	-0.096	0.7	0.437	-0.096	0.794
UBE2K	moDC	0.242	0.625	0.334	0.292	0.621	0.484
IL2RG	moDC	0.234	0.38	0.665	0.056	0.378	0.773
MYL12B	moDC	0.228	0.065	-0.053	0.3	0.067	-0.143
ANXA6	moDC	0.221	-0.041	-0.524	0.21	-0.041	-0.615
CSDE1	moDC	0.221	0.014	-0.137	0.348	0.012	-0.108
GPX4	moDC	0.221	0.294	-0.195	0.504	0.294	-0.258
SEC62	moDC	0.22	0.16	0.156	0.2	0.159	0.215
HERPUD1	moDC	0.219	-0.816	0.05	0.495	-0.821	0.259
PTPRC	moDC	0.218	-0.352	1.675	0.209	-0.357	1.884
PNRC1	moDC	0.212	0.044	0.164	0.034	0.044	0.179
ALDH2	moDC	0.209	-0.154	-1.051	0.601	-0.153	-1.356
FAU	moDC	0.207	0.283	0.085	0.241	0.281	0.107
SOCS2	moDC	0.207	-0.188	-0.094	-0.395	-0.191	0.016
TVP23A	moDC	0.204	0.08	-0.182	0.179	0.083	-0.42
MPHOSPH8	moDC	0.202	-0.056	0.211	0.15	-0.048	-0.039
TAX1BP1	moDC	0.202	0.222	0.057	0.191	0.217	0.266
SLC25A6	moDC	0.201	-0.016	-0.38	0.408	-0.017	-0.345
GCC2	moDC	0.196	-0.144	-0.424	0.335	-0.147	-0.341
CXCR4	moDC	0.19	0.289	0.52	0.423	0.29	0.528
FAM129A	moDC	0.189	0.312	0.347	0.332	0.314	0.283
HLA-A	moDC	0.188	-0.054	0.21	0.019	-0.055	0.291
HNRNPH1	moDC	0.164	1.192	0.039	0.46	1.194	-0.43
ZNF706	moDC	0.154	0.479	0.173	-0.193	0.479	0.115
HLA-C	moDC	0.125	-0.303	-1.229	0.102	-0.305	-1.24
C1orf56	moDC	0.088	1.715	1.133	0.66	1.715	0.97
MMP1	moDC	0.065	-1.612	3.798	-0.187	-1.617	4.007
GBP5	Mono	4.407	2.764	-Inf	2.197	2.759	-Inf
KRT14	Mono	4.042	0.998	-Inf	-0.033	0.993	-Inf
ZFY	Mono	3.844	4.086	-Inf	2.39	4.08	-Inf
MTRNR2L8	Mono	3.816	0.626	-1.128	-3.229	0.642	-Inf
AC003092.1	Mono	3.714	4.121	3.097	2.768	4.116	3.205
VNN3	Mono	3.366	3.758	3.419	3.71	3.753	3.526
VNN2	Mono	3.109	3.284	4.658	3.177	3.279	4.766
ATP2A3	Mono	3	2.555	-Inf	3.021	2.55	-Inf
DDX3Y	Mono	2.983	3.38	3.573	1.608	3.375	3.681
DNAH17	Mono	2.867	0.501	2.834	2.574	0.495	2.942
GBP1	Mono	2.86	-0.869	0.143	1.462	-0.874	0.25
LGALS2	Mono	2.805	-Inf	3.718	4.032	-Inf	3.826
MEGF9	Mono	2.607	1.566	2.407	2.439	1.561	2.515
CDA	Mono	2.592	1.16	2.171	3.157	1.154	2.279
PLAC8	Mono	2.474	0.626	3.222	1.894	0.621	3.33
ADAMDEC1	Mono	2.439	0.959	-Inf	1.637	0.954	-Inf
PLD1	Mono	2.439	0.681	-Inf	2.016	0.675	-Inf
MSC-AS1	Mono	2.413	2.719	-Inf	1.703	2.714	-Inf
IL36G	Mono	2.389	2.758	3.419	1.037	2.753	3.526
TPST1	Mono	2.378	0.764	3.682	2.696	1.08	2.205
FGF2	Mono	2.361	1.187	1.061	1.048	1.182	1.169
CYP27A1	Mono	2.348	3.117	2.927	1.401	3.112	3.035
MCTP2	Mono	2.33	1.562	2.895	1.567	1.557	3.003
JAKMIP2	Mono	2.324	2.428	1.061	1.233	2.423	1.169
LINC02376	Mono	2.317	3.318	2.577	0.164	3.355	-Inf
CCL7	Mono	2.311	3.036	-Inf	1.103	3.031	-Inf
F3	Mono	2.292	2.817	1.277	2.013	2.812	1.384
MAP3K4	Mono	2.282	1.895	-1.02	1.831	1.89	-0.912
GBP2	Mono	2.239	-0.262	1.984	1.118	-0.184	1.677
VNN1	Mono	2.237	2.139	3.922	1.787	2.152	3.923
YPEL3	Mono	2.219	1.028	1.752	2.453	1.069	1.123
CEMIP	Mono	2.212	1.416	-1.134	0.882	1.41	-1.026
MSC	Mono	2.212	2.667	2.541	1.873	2.662	2.649
LRRK2	Mono	2.188	2.362	1.269	2.39	2.357	1.377
KREMEN1	Mono	2.168	0.211	-Inf	1.711	0.206	-Inf
THBS1	Mono	2.153	1.709	2.213	1.962	1.704	2.321
INSR	Mono	2.113	0.871	-Inf	2.257	0.865	-Inf
OPTN	Mono	2.09	0.358	-Inf	1.511	0.353	-Inf
PLCG2	Mono	2.017	0.984	-Inf	-0.824	0.979	-Inf
MAP1LC3A	Mono	2.015	1.529	-Inf	1.844	1.524	-Inf
CLIP4	Mono	2.01	1.147	2.31	2.025	1.22	1.418
TNIK	Mono	2.01	0.916	-Inf	1.885	0.911	-Inf
ADD3	Mono	1.983	0.939	-Inf	1.733	0.934	-Inf
MET	Mono	1.979	1.145	2.247	1.72	1.14	2.355
SLC1A2	Mono	1.974	-2.064	-Inf	2.364	-2.069	-Inf
ULK1	Mono	1.968	1.267	1.353	2.076	1.262	1.46
CPD	Mono	1.96	0.971	2.304	1.712	0.966	2.412
IL6	Mono	1.947	2.56	1.263	1.478	2.555	1.371
C2CD4B	Mono	1.936	0.855	-Inf	0.992	0.85	-Inf
PLPP3	Mono	1.915	1.086	0.611	1.598	1.08	0.719
ABHD17C	Mono	1.886	1.247	1.88	1.467	1.242	1.987
SLC16A6	Mono	1.881	1.671	0.718	1.798	1.678	0.241
ZP3	Mono	1.862	1.501	-Inf	1.19	1.495	-Inf
SERPINB2	Mono	1.859	1.878	2.814	1.389	1.872	2.922
AQP9	Mono	1.852	1.636	2.136	1.675	1.638	2.137
ADAMTS6	Mono	1.85	-0.789	2.544	0.932	-0.794	2.652
SGPP2	Mono	1.848	3.007	1.864	1.646	3.002	1.972
GLIS3	Mono	1.833	1.79	-0.506	1.3	1.799	-Inf
TNFAIP6	Mono	1.802	1.578	1.898	2.065	1.573	2.006
STK26	Mono	1.772	1.477	3.294	0.822	1.472	3.402
CKAP4	Mono	1.741	1.217	1.281	1.562	1.222	1.166
VCAN	Mono	1.739	0.233	2.573	1.135	0.228	2.681
AGPAT4	Mono	1.721	1.308	1.512	1.192	1.343	0.62
CD82	Mono	1.71	0.994	-0.065	1.297	0.989	0.043
OLR1	Mono	1.698	1.805	1.692	1.156	1.834	0.722
DNER	Mono	1.67	0.294	2.927	1.328	0.289	3.035
C12orf75	Mono	1.661	-0.669	2.986	0.607	-0.674	3.094
DMXL2	Mono	1.657	1.185	1.85	1.36	1.184	1.905
CLEC4E	Mono	1.656	0.435	2.227	2.024	0.429	2.335
AC025048.4	Mono	1.642	0.774	2.419	1.549	0.769	2.526
ATP8B4	Mono	1.624	1.194	2.477	0.895	1.188	2.585
TCF7L2	Mono	1.616	1.252	1.061	1.005	1.308	-Inf
ITGB8	Mono	1.614	1.456	0.524	0.965	1.451	0.632
S1PR3	Mono	1.612	0.015	-Inf	0.832	0.01	-Inf
EIF1AY	Mono	1.606	2.389	1.737	0.788	2.384	1.845
RFLNB	Mono	1.595	1.278	0.704	0.51	1.273	0.812
NEAT1	Mono	1.591	0.442	1.245	2.287	0.439	1.324
NUP214	Mono	1.585	0.841	0.438	1.278	0.836	0.545
TMEM170B	Mono	1.573	0.728	-Inf	1.75	0.723	-Inf
MIR4435-2HG	Mono	1.569	2.283	1.477	0.655	2.278	1.585
PPA1	Mono	1.562	-1.145	-0.512	1.128	-1.15	-0.404
EBF1	Mono	1.518	1.789	0.289	0.592	1.784	0.397
MANBA	Mono	1.518	0.826	0.326	1.326	0.821	0.434
PLEKHM3	Mono	1.512	2.621	2.31	1.809	2.63	2.003
TDP2	Mono	1.511	1.486	2.265	1.164	1.487	2.299
C1orf21	Mono	1.483	1.047	-Inf	-0.022	1.042	-Inf
ITGA2	Mono	1.479	1.479	3.889	1.178	1.474	3.996
CEP135	Mono	1.476	1.938	-0.033	0.889	1.933	0.075
CSTA	Mono	1.471	0.921	2.061	1.42	0.916	2.169
TIMP2	Mono	1.456	0.893	0.419	1.823	0.913	-0.474
GPCPD1	Mono	1.451	0.81	1.751	1.128	0.805	1.859
KCTD7	Mono	1.438	1.631	1.321	1.094	1.626	1.428
APBB3	Mono	1.426	0.147	0.895	0.717	0.142	1.003
CREBRF	Mono	1.423	1.034	2.066	1.656	1.029	2.174
FNDC3B	Mono	1.42	0.934	0.945	0.845	0.932	0.97
LFNG	Mono	1.42	1.147	2.632	1.067	1.142	2.74
KIAA1551	Mono	1.412	1.651	2.934	0.965	1.652	2.989
ODC1	Mono	1.394	2.057	2.161	0.824	2.052	2.269
SGMS1	Mono	1.394	1.18	2.606	1.26	1.213	2.392
FCAR	Mono	1.389	0.853	1.379	0.929	0.848	1.486
GSDME	Mono	1.386	0.393	0.819	0.819	0.387	0.927
AC245128.3	Mono	1.379	1.278	1.593	1.116	1.28	1.58
KAT6B	Mono	1.374	1.695	2.404	1.199	1.69	2.512
SLC25A37	Mono	1.373	0.622	0.572	0.855	0.633	0.288
SLC7A11	Mono	1.373	1.349	1.801	1.344	1.344	1.901
MMP24OS	Mono	1.372	1.018	1.298	0.852	1.013	1.405
SLC35E3	Mono	1.356	0.857	2.382	1.361	0.851	2.49
CYBB	Mono	1.348	2.048	1.016	0.641	2.056	0.387
MCEMP1	Mono	1.345	1.08	1.021	1.176	1.075	1.128
LRP1	Mono	1.344	0.208	-0.885	1.454	0.203	-0.777
UBALD2	Mono	1.332	0.656	-0.011	1.288	0.651	0.097
CCDC28A	Mono	1.331	1.402	2.988	1.124	1.397	3.095
MS4A14	Mono	1.304	-0.015	1.618	1.258	-0.02	1.726
ZNF385A	Mono	1.298	0.161	1.62	1.758	0.22	1.143
SP3	Mono	1.286	1.089	2.59	0.882	1.083	2.698
ABTB1	Mono	1.274	0.193	1.204	1.319	0.188	1.312
S100A8	Mono	1.268	0.773	0.862	0.845	0.804	0.044
LIMS1	Mono	1.266	0.437	0.558	0.9	0.445	0.402
OSGIN2	Mono	1.265	1.953	2.413	1.202	1.948	2.521
BACH1	Mono	1.261	1.289	2.658	0.943	1.29	2.717
CDK5RAP2	Mono	1.258	1.929	2.38	1.056	1.924	2.488
EZH1	Mono	1.256	1.274	-Inf	1.037	1.269	-Inf
IRS2	Mono	1.244	1.338	0.686	1.578	1.333	0.794
DOK3	Mono	1.243	1.285	-Inf	1.033	1.28	-Inf
PIM1	Mono	1.24	0.453	-0.214	1.561	0.447	-0.107
CCNG2	Mono	1.235	0.393	1.954	1.471	0.388	2.062
SASH1	Mono	1.228	0.871	-0.524	1.204	0.893	-Inf
EVI2B	Mono	1.216	1.025	1.68	1.638	1.02	1.788
NCF1	Mono	1.213	0.234	-0.105	0.764	0.257	-0.997
NBPF14	Mono	1.211	0.997	1.759	0.733	0.992	1.867
LPCAT1	Mono	1.21	-0.169	-1.296	0.726	-0.174	-1.188
ENOSF1	Mono	1.209	0.618	0.144	0.61	0.613	0.252
HLA-F	Mono	1.208	0.668	1.396	1.564	0.702	0.919
OGA	Mono	1.206	0.551	1.016	1.135	0.546	1.124
EVI2A	Mono	1.202	1.353	2.101	1.335	1.347	2.209
NBPF19	Mono	1.196	1.258	1.519	0.954	1.253	1.627
AC023157.3	Mono	1.193	1.175	3.597	0.932	1.276	3.219
CPT1A	Mono	1.191	1.318	-0.049	0.605	1.313	0.059
ABHD5	Mono	1.18	0.906	0.624	1.434	0.901	0.732
KLHL24	Mono	1.18	0.48	-Inf	1.695	0.475	-Inf
